street,plz
Königswinterstraße,
Loreleystraße,
Birkenknick,
Verlängerte Waldowallee,
Eibenallee,
Birkenallee,10318
Kiefernallee,
Agavensteig,10318
Wiesengrundstraße,
Straße 4,10318
Straße 3,10318
Straße 2,10318
Rheingoldstraße,
Schmiedeberger Weg,
Grimnitzstraße,10318
Müritzstraße,
Stechlinstraße,
Drachenfelsstraße,
Rudolf-Grosse-Straße,
Johannes-Zoschke-Straße,
Horterweg,
Cäsarstraße,
Aristotelessteig,
Hönower Straße,10318
Rienzistraße,
Odinstraße,
Hentigstraße,
Gundelfinger Straße,
Rolandseck,
Weseler Straße,
Bopparder Straße,
Sinziger Straße,
Lahnsteiner Straße,
Godesberger Straße,
Friedenhorster Straße,
Splanemannstraße,
Gregoroviusweg,
Seifertweg,
Brekowweg,
Brascheweg,
Schmellwitzer Weg,
Johanna-Hofer-Straße,
Lisbeth-Stern-Straße,
KGA Rheinstein Straße 4,
Köpitzer Straße,
Charlottenstraße,10315
Regener Straße,
Krähenwinkel,
Weideplan,
Binnendüne,
Fritz-Kortner-Straße,
Hülsenplatz,
Erieseering,
Kaulsdorfer Gärten,
Wateweg,
Alfred-Kowalke-Straße,
Am Tierpark,
Otto-Schmirgal-Straße,
Massower Straße,
Kurze Straße,10315
Gensinger Straße,
Franz-Mett-Straße,
Criegernweg,
Enckevortweg,
Lüttichauweg,
Dukatenfalterweg,
Frauenauer Straße,
Piepertswinkel,
Dingolfinger Straße,
Straße 19,12621
Senziger Straße,
Zernsdorfer Straße,
Am Lindenplatz,
Apfelwicklerstraße,
Feuerfalterstraße,
Eisfalterweg,
Augenfalterstraße,
Zu den Faltern,
Aurikelweg,
Lobelienweg,
Alpenveilchenweg,
Arno-Philippsthal-Straße,
Dathepromenade,
Jurek-Becker-Straße,
Apollofalterallee,
Kleiner-Heufalter-Weg,
Rapsweißlingstraße,
Aurorafalterweg,
Mohrenfalterstraße,
Segelfalterweg,
Heidefalterweg,
Georg-Stern-Straße,
Frieda-Rosenthal-Straße,
Franz-Stimming-Weg,
Lauinger Straße,
Günter-Riesebrodt-Weg,
Maria-Matray-Straße,
Tychyer Straße,
Beerfelder Straße,
Alfred-Siggel-Weg,
Fritz-Thurm-Weg,
Sokratesweg,
Fechinger Weg,
Lindenschwärmerweg,
Rosenhagener Straße,
Eisensteiner Straße,
Rinchnacher Weg,
Teisnacher Straße,
Heinrich-Dathe-Platz,
Viechtacher Straße,
Patersdorfer Straße,
Zachenberger Straße,
Kirchdorfer Straße,
Max-Herrmann-Straße,
Cecilienplatz,
Cottbusser Platz,
Finkelsteinstraße,
Wernerstraße,12619|12621
Boizenburger Straße,
Heringsdorfer Straße,
Bansiner Straße,
Clara-Zetkin-Weg,
Sonnenkieker,
Erich-Kästner-Straße,
Peter-Huchel-Straße,
Parchimer Straße,
Ernst-Bloch-Straße,
Lily-Braun-Straße,
Grumsiner Straße,
Peter-Edel-Straße,
Neue Grottkauer Straße,
Kummerower Ring,
Ehm-Welk-Straße,
Luzinstraße,
Etkar-André-Straße,
Carola-Neher-Straße,
Feldberger Ring,
Zossener Straße,12629|12627
Ludwigsfelder Straße,12629
Klausdorfer Straße,
Stephan-Born-Straße,
Mittenwalder Straße,12629
Kyritzer Straße,
Bodo-Uhse-Straße,
Cecilienstraße,12619|12683
Gülzower Straße,
Suhler Straße,
Eisenacher Straße,12629|12685
Maxie-Wander-Straße,
Luckenwalder Straße,12629
Gothaer Straße,12629
Senftenberger Straße,
Cottbusser Straße,
Alt-Marzahn,
Auersbergstraße,
Erholungspark Marzahn,
Helene-Weigel-Platz,
Märkische Spitze,
Marzahner Straße,
Märkische Allee,
Bärensteinstraße,
Geißenweide,
Garzauer Straße,
Ludwig-Renn-Straße,
Sella-Hasse-Straße,
Jan-Petersen-Straße,
Raoul-Wallenberg-Straße,
Lea-Grundig-Straße,
Rudolf-Leonhard-Straße,
Glambecker Ring,
Hohensaatener Straße,
Kornmandelweg,
Hafersteig,
Hirseweg,
Maisweg,
Rapsweg,
Roßlauer Straße,
Altentreptower Straße,
Frank-Zappa-Straße,
Gehrenseestraße,
Witzenhauser Straße,
Straße 158,
Straße 156,
Wollenberger Straße,
Oswaldstraße,
Lukasstraße,
Edgarstraße,
Anna-Ebermann-Straße,
Josef-Höhn-Straße,
Straße 133,13055
Straße 109,
Bennostraße,
Dingelstädter Straße,
Themarer Straße,
Allendorfer Weg,
Treffurter Straße,
Worbiser Straße,
Norbertstraße,
Markfriedstraße,
Roderichplatz,
Detlevstraße,
Theobaldstraße,
Am Baltenring,
Windbergweg,
Heinrich-Grüber-Straße,
Uckermarkstraße,
Ludwigsluster Straße,
Gadebuscher Straße,
Tollensestraße,12619
Teterower Ring,
Hellersdorfer Straße,12619|12621|12627|12629
Michendorfer Straße,12629
Alte Hellersdorfer Straße,
John-Heartfield-Straße,
Wilhelmsmühlenweg,
Gutenbergstraße,12621
Rügenwalder Weg,
Hertwigswalder Steig,
Bauerwitzer Weg,
Schmidtstraße,
Doßstraße,
Bausdorfstraße,12621
Pyramidenring,
Spremberger Straße,12627
Fercher Straße,12629
Alt-Hellersdorf,
Neuruppiner Straße,12629
Havelländer Ring,
Lion-Feuchtwanger-Straße,
Iselbergstraße,
Grottkauer Straße,
Dudweilerstraße,
Joachim-Ringelnatz-Straße,
Hans-Fallada-Straße,
Georg-Knorr-Straße,
Hannsdorfer Straße,
Kranoldstraße,12621
Zanderstraße,
Giesestraße,
Bredereckstraße,
Stöwestraße,
Hamannweg,
Iselbergplatz,
Wallstraße,12621
Finsterberger Straße,
Hosemannstraße,12621
Parsteiner Ring,
Brodowiner Ring,
Blenheimstraße,
Poelchaustraße,
Langhoffstraße,
Murtzaner Ring,
Paul-Schwenk-Straße,
Martha-Arendsee-Straße,
Bruno-Baum-Straße,
Fichtelbergstraße,
Pekrunstraße,
Althansweg,
Blumenbachweg,
Pöhlbergstraße,
Elisabethstraße,12683
Charlottenstraße,12683
Irmfriedstraße,
Diethelmweg,
Burghardweg,
Wuhlestraße,
Buckower Ring,
Marzahner Chaussee,
Luise-Zietz-Straße,
Gerstenweg,
Maratstraße,
Prignitzstraße,
Otto-Nagel-Straße,
Eckermannstraße,
Schönagelstraße,
Stangeweg,
Grohsteig,
Oppermannstraße,
Karl-Holtz-Straße,
Wolfener Straße,
Otto-Rosenberg-Straße,
Stolzenhagener Straße,
Bitterfelder Straße,
Alfred-Döblin-Straße,
Paul-Dessau-Straße,
Wiesenburger Weg,
Am Schmeding,
Kiebitzgrund,
Sterckmannweg,
Scheibenbergstraße,
Rebhuhnweg,
Salanderweg,
Adersleber Weg,
Franz-Stenzer-Straße,
Marzahner Promenade,
Beilsteiner Straße,
Reiler Straße,
Valwiger Straße,
Ruwersteig,
Merler Weg,
Thurandtweg,
Eltzbachweg,
Klüsserather Weg,
Loefer Weg,
Marchwitzastraße,
Weizenweg,
Garbenpfad,
Ährenweg,
Spatenweg,
Warener Straße,
Dillinger Weg,
Waldbacher Weg,
Schulstraße,12683
Hinter der Post,
Nordpromenade,
Wildrosenweg,
Frankenholzer Weg,
Brebacher Weg,
Püttlinger Straße,
Hiltrudstraße,
Rotraudstraße,
Annenstraße,12683
Ketschendorfer Weg,
Hannaweg,
Ingeweg,
Fridolinweg,
Siegmarstraße,
Mettlacher Straße,
Christelweg,
Alwineweg,
Völklinger Straße,
Haydnstraße,12683
Öseler Straße,
Roggensteig,
Buschiner Straße,
Eitelstraße,12683
Boschpoler Straße,
Parkerweg,
Harbertssteg,
Hornetweg,
Amanlisweg,
Vierlandenstraße,
Gravensteiner Steg,
Boskoopweg,
Manksweg,
Neufahrwasserweg,
Kienbergstraße,
Heliosstraße,
Kulmseestraße,
Bentschener Weg,
Sensenpfad,
Lappiner Straße,
Eugen-Roth-Weg,
Ringenwalder Straße,
Zur Alten Börse,
Lütztalweg,
Hatzenporter Weg,
Kürenzer Straße,
Kröver Straße,
Gülser Weg,
Winninger Weg,
Frank-Schweitzer-Straße,
Dompfaffenweg,
Schwalbenflug,
Hänflingsteig,
Hagebuttenhecke,
Zum Forsthaus,
Jonathanweg,
Wuhlgartenweg,
Biesdorfer Blumenwiese,
Zühlsdorfer Straße,
Landhausring,
Grenzgrabenstraße,
Wassergrundstraße,
Bürknersfelder Straße,
Hohenschönhauser Weg,
Seddiner Straße,
Alte Rhinstraße,
Bollersdorfer Weg,
Krummenseer Straße,
Hasenholzer Allee,
Spitzmühler Straße,
Rudolf-Filter-Weg,
Pritzhagener Weg,
Altlandsberger Platz,
Coswiger Straße,
Radebeuler Straße,
Hinter der Mühle,
Zinndorfer Straße,
Amselhainer Weg,
Hirschfelder Weg,
Prötzeler Ring,
Hennickendorfer Weg,
Dahmeweg,
Boxberger Straße,
Hornoer Ring,
Walter-Felsenstein-Straße,
Basdorfer Straße,
Lubminer Straße,
Meeraner Straße,
Koserower Straße,
Am Schloßhof,
Schragenfeldstraße,
Kaiserkronenweg,
Erntedankweg,
Straße 150,
Amelieweg,
Goldfasanenweg,
Schwarze-Pumpe-Weg,
Gerhard-Schulz-Straße,
Harry-Glaß-Straße,
Helga-Haase-Straße,
Erich-Hagen-Straße,
Joachim-Böhmer-Straße,
Jutta-Langenau-Straße,
Anna-Maria-Müller-Straße,
An der Hansekogge,
Im Achterkastell,
Johann-Jacob-Engel-Straße,
Am Gehrensee,
Kundtanger,
Am Dörferweg,
Schwarzburger Straße,
Am Gutshof,
Havemannstraße,
Flämingstraße,
Trusetaler Straße,
Liebensteiner Straße,
Rabensteiner Straße,
Marie-Elisabeth-von-Humboldt-Straße,
Klettwitzer Straße,
Prendener Straße,
Biesenbrower Straße,
Wartiner Straße,
Neubrandenburger Straße,
Dorfstraße,13059
Woldegker Straße,
Geraer Ring,
Wittenberger Straße,
Dorfstraße,13057
Ahrensfelder Chaussee,
Arnimstraße,
Premnitzer Straße,
Leunaer Straße,
Lindenberger Straße,13059
Straße 5,13059
Straße 6,13059
Straße 2,13059
Straße 7,13059
Hausvaterweg,
Wuhletalstraße,
Mehrower Allee,
Schleusinger Straße,
Schkopauer Ring,
Belziger Ring,
Borkheider Straße,
Am Breiten Luch,
Röttkenring,
Pablo-Picasso-Straße,
Hohenschönhauser Straße,13057
Seehausener Straße,
Vincent-van-Gogh-Straße,
Warnitzer Straße,13057
Randowstraße,
Welsestraße,
Passower Straße,
Christianstraße,
Dietrichstraße,
Lotharstraße,
Straße 1,13059
Fennpfuhlweg,
Genossenschaftsweg,
Grevesmühlener Straße,
Demminer Straße,13059
Kröpeliner Straße,
Klützer Straße,
Crivitzer Straße,
Hellersdorfer Straße,13057
Straße 9,13059
Straße 8,
Birkholzer Weg,
Straße 4,13059
Straße 3,13059
Gottfriedstraße,
Christophstraße,
Straße 11,
Nordring,
Niemegker Straße,
Sitzendorfer Straße,
Golliner Straße,
Wörlitzer Straße,
Rosenbecker Straße,
Eichhorster Straße,
Schorfheidestraße,12689
Hohenwalder Straße,
Kölpiner Straße,
Hellersdorfer Weg,
Dessauer Straße,12689
Lattichweg,
Schwarzwurzelstraße,
Radieschenpfad,
Farmergasse,
Pflanzergasse,
Bernburger Straße,12689
Merseburger Straße,12689
Köthener Straße,12689
Spinatweg,
Klandorfer Straße,
Greizer Straße,12689
Elisabeth-Schiemann-Straße,
Straße 10,13059
Oberweißbacher Straße,
Julius-Meyen-Straße,
Zu den Krugwiesen,
An den Auen,
Am Genossenschaftsring,
Am Wartenberger Luch,
Am Kletterplatz,
Am Schilf,
Hauptweg,13059
Am Hechtgraben,
Grüne Trift,13059
Am Ahornweg,
Am Lindenweg,
Am Akazienweg,
Darguner Straße,
Am Cleantech Business Park,
Zepernicker Straße,
Sudauer Straße,
Straße 4,13125
Nadrauer Straße,
Schalauer Straße,
Straße 7,13125
Straße 6,13125
Straße 5,13125
Forstamt Köpenick Revierförsterei Schmöckwitz,
Oder-Spree-Kanal,
Seddinsee,
Schmöckwitzer Damm,
Zeuthener See,
Wernsdorfer Straße,
Zeltplatz Intercamping,
Seddinpromenade,
Lindenstraße,12527
Fährallee,
Argoallee,
Jackyallee,
Ebelallee,
Moßkopfring,
Zeuthener Weg,
Fliederweg,
Elstergrund,
Erlengrund,
Godbersenstraße,
Schwarzer Weg,12527
Schmöckwitzwerder Süd,
Rainweg,
Am Seddinsee,
Heckenweg,
Waldstraße,12527
Finkengasse,
Hirtenfließ,
Fichtengrund,
Grünauer Weg,
Krähenhorst,
Siedlers Eck,
Alt-Schmöckwitz,
Beutenweg,
Imkerweg,
Weiselpfad,
Zum Seeblick,
Nuscheweg,
Krampenburger Weg,
Hirseländerweg,
Zum Kiesgrund,
Forstamt Köpenick Revierförsterei Müggelheim,
Miersdorfer Straße,
Zur Großen Krampe,
Eppenbrunner Weg,
Geinsheimer Weg,
Große Krampe,
Zeltplatz Jugendcamping,
Jagen 37,
Weg O,
Weg Q,
Weg P,
Weg R,
Weg T,
Weg U,
Weg S,
Wasserwerk Müggelheim,
Weg F,
Weg H,
Weg J,
Weg K,
Weg L,
Weg N,
Weg M,
Weg A,12559
Weg D,
Weg E,
Weg B,12559
Philipp-Jacob-Rauch-Straße,
Richtershorn,
Marienlust,
Forsthaus Müggelheim,
Weg G,
Weg C,
Alt-Müggelheim,
Alsenzer Weg,
Johann-Jacob-Baeyer-Straße,
Müggellandstraße,
Hornbacher Weg,
Berghauser Straße,
Appelbacher Weg,
Ludwigshöheweg,
Forstamt Köpenick Revierförsterei Fahlenberg,
Am Steilhang,
An der Krummen Lake,
Duchrother Straße,
Zum Schmetterlingshorst,
Straße zum Müggelturm,
Lübbenauer Weg,
Ragower Weg,
Radduscher Weg,
Karolinenhofweg,
Vetschauer Allee,
Rohrwallallee,
Krimnitzer Weg,
Zaucher Weg,
Sielower Weg,
Pretschener Weg,
Biebersdorfer Weg,
Peitzer Weg,
Striesower Weg,
Treppendorfer Weg,
Schappachstraße,
Zerkwitzer Weg,
Fehrower Steig,
Krugauer Steig,
Rehfeldtstraße,
Gosener Landstraße,
Gosener Damm,
Erlenbacher Steig,
Rinntaler Steig,
Am Müggelberg,
Grünstadter Weg,
Enkenbacher Weg,
Sobernheimer Straße,
Kirsteinstraße,
Zur Bürgerheide,
Tongrubenweg,
Am Wildbusch,
Kallbacher Straße,
Odernheimer Straße,
Steinbrechgang,
Zur Drachenwiese,
Alter Radelander Weg,
Wendel-Hipler-Weg,
Viebahnstraße,
Eichwalder Aue,
Windwallstraße,
Am Bauernwäldchen,
Becherbacher Straße,
Gersweilerstraße,
Birkweilerstraße,
Heisterbachstraße,
Meisenheimer Straße,
Darsteiner Weg,
Gersweileraue,
Abtweilerstraße,
Staudernheimer Straße,
Pelzlakeweg,
Seddiner Weg,
Mittelbrunner Steig,
Reichweilerweg,
Wiesbacher Weg,
Rodenbacher Gang,
Hallgarter Steig,
Münchweilersteig,
Horchheimer Weg,
Elmsteiner Weg,
Wolfsteiner Weg,
Pfalz-Zweibrücker Weg,
Rodestraße,
Glottertaler Straße,
Klafterzeile,
Wollgrasweg,
Raumbacher Straße,
Lettweilerstraße,
Hinter der Düne,
Rehborner Straße,
Norheimer Straße,
Annweilerweg,
Siefersheimer Straße,
Krampenburg,
Am Zwiebusch,
Straße zum Müggelhort,
Hinter dem Kurpark,
Lindenallee,12587
Bölschestraße,
Fürstenwalder Allee,
Großer Müggelsee,
Wiesengrund,12587
Schöneicher Straße,12587
Regattahäuser am Müggelsee,
Clubhaus Müggelsee,
Waldburg-Betriebsferienheim,
Rübezahl,
KGA Erpetal,
KGA Wiesengrund,
Dahlwitzer Landstraße,
Straße 659,
Müggelseedamm,
BLW Unterbezirk Köpenick Gruppe 3,
KGA Am Kurpark,
Scharnweberstraße,12587
Josef-Nawrocki-Straße,
Schmaler Weg,
Forstamt Köpenick Revierförsterei Müggelsee,
Forstamt Köpenick Revierförsterei Rahnsdorf,
Zur Fähre,
Am Bauersee,
Aßmannstraße,
Drachholzstraße,
Am Goldmannpark,
Hartlebenstraße,
Werlseestraße,
Kastanienallee,12587
Bruno-Wille-Straße,
Breestpromenade,
Klutstraße,
Julius-Hart-Straße,
Möllenseestraße,
Störitzseestraße,
Wupatzseestraße,
Löcknitzstraße,
Kalkseestraße,
Rahnsdorfer Straße,12587
Flakenseestraße,
Peetzseestraße,
Stienitzseestraße,12587
Karutzseeweg,
Dreiserstraße,
Karl-Pokern-Straße,
Karl-Frank-Straße,
Am Damm,
Brösener Straße,
Müllroser Straße,
Aalstieg,
Richard-Hilliges-Weg,
Hahns Mühle,
Spreestraße,12587
Ahornallee,12587
Peter-Hille-Straße,
Emrichstraße,
Buttenstedtweg,
Albert-Schweitzer-Straße,
Myliusgarten,
Löbauer Weg,
Mühlweg,
Liebstadter Gang,
Marienwerderweg,
Gilgenburger Straße,
Kurzer Steig,
Gilgenburger Pfad,
Dahlienstraße,
Kleingartenstraße,
Charlotte-E.-Pauly-Straße,
Seestraße,12589
Brückenstraße,12589
Wiesenstraße,12589
Müggelwerderweg,
Mühlenweg,
Hechtstraße,
An den Bänken,
Richard-Hörncke-Weg,
Paul-Rahn-Weg,
Dorfstraße,12589
Am Mühlenfließ,
Woltersdorfer Weg,
Springeberger Weg,
Entenwall (Insel),
Neuhelgoland (Gaststätte),
Müggelseeperle,
Zum Rehwinkel,
An der Himmelswiese,
Ravensteiner Promenade,
Neuhelgoländer Weg,
Spitzwegerichweg,
Klatschmohnweg,
Duftgeranienweg,
Petersilienweg,
Storchschnabelweg,
Borretschweg,
Engelwurzweg,
Großmannstraße,
Ledebourstraße,
Müllerstraße,12623
Immortellenweg,
Am Barnim,
Parlerstraße,
Ifflandstraße,12623
Zipser Weg,
Langenbeckstraße,
Summter Straße,
Grunowstraße,12623
Rahnsdorfer Straße,12623
Erich-Baron-Weg,
Mirower Straße,
Thorwaldsenstraße,12623
Wilhelm-Blos-Straße,
Pilgramer Straße,
Kethelitzweg,
Margaretenstraße,12623
Rüsternallee,12623
Lehnitzstraße,
Friesacker Straße,
Landvogtstraße,
Bachstraße,12623
Straußstraße,12623
Pfalzgrafenweg,
Donizettistraße,
Gielsdorfer Straße,
Hönower Straße,12623
Neuenhagener Straße,
Thorner Straße,
Waldowstraße,12623
Theodorstraße,12623
An der Schule,
Landsberger Straße,12623
Lortzingstraße,12623
Schubertstraße,12623
Hummelstraße,
Pestalozzistraße,12623
Mozartstraße,12623
Kuhnaustraße,
Fritz-Reuter-Straße,12623
Frettchenweg,
Dirschauer Straße,12623
Wieselstraße,
Treskowstraße,12623
Blumberger Straße,
Lavendelweg,
Blausternweg,
Georginenweg,
Eichenhofweg,
Rastatter Straße,
Durlacher Straße,12623
Wolfsberger Straße,
Hochwieser Straße,
Banater Straße,
Karlstraße,12623
Iglauer Straße,
Straße 48,12623
Röbeler Weg,
Rosa-Valetti-Straße,
Bütower Straße,
Schrobsdorffstraße,
Paul-Wegener-Straße,
Bausdorfstraße,12623
Levensauer Straße,
Pilsener Straße,
Ahornallee,12623
Jahnstraße,12623
Voltastraße,12623
Neudammer Straße,
Lutherstraße,12623
Spitzwegstraße,
Kiekemaler Straße,
Kastanienallee,12623
Vierradener Weg,
Ravensteinstraße,
Donathstraße,
Ruhlsdorfer Straße,12623
Akazienallee,12623
Heidestraße,12623
Ebereschenallee,12623
Ullrichstraße,
Rotdornallee,
Waldesruher Straße,
Kumberger Weg,
Golzower Straße,
Drakestraße,12623
Begasstraße,12623
Schlüterstraße,12623
Eberleinstraße,
Rauchstraße,12623
Erpetaler Weg,
Heribaldstraße,
Gustavstraße,
Am Theodorpark,
Reintrautweg,
Arturweg,
Laraweg,
Ellaweg,
Greifenweg,
Hugo-Distler-Straße,
Kraetkestraße,12619|12621
Ohserring,
Torgauer Straße,12627
Martin-Riesenburger-Straße,
Schönewalder Straße,
Lichtenhainer Straße,
Albert-Kuntz-Straße,
Adele-Sandrock-Straße,
Kastanienallee,12627
Zerbster Straße,12627
Mark-Twain-Straße,
Riesaer Straße,
Böhlener Straße,
Quedlinburger Straße,12627
Oschatzer Ring,
Wurzener Straße,
Naumburger Ring,
Weißenfelser Straße,
Heidenauer Straße,
Auerbacher Ring,
Oelsnitzer Straße,
Glauchauer Straße,
Klingenthaler Straße,
Teupitzer Straße,12627
Gohliser Straße,
Eilenburger Straße,
Louis-Lewin-Straße,
Stollberger Straße,
Reißigerstraße,
Markgrafenstraße,12623
Linderhofstraße,
Lemkestraße,
Menzelstraße,12623
Melanchthonstraße,12623
Stendaler Straße,12627
Tangermünder Straße,
Uslarer Straße,
Florastraße,12623
Feldrain,
Albrecht-Dürer-Straße,
Marderweg,
An den Siedlergärten,
Wildrosengehölz,
Am Rosenhag,
Tizianstraße,
Birkensteinweg,
Kötteritzweg,
Am Wiesenhang,
Wodanstraße,12623
Rembrandtstraße,12623
Sudermannstraße,
Nentwigstraße,
Robert-Koch-Straße,
Ernst-Haeckel-Straße,
Ridbacher Straße,
Am Lupinenfeld,
Kleeackerweg,
Telemannweg,
Schönherrstraße,
Händelstraße,
Lisztstraße,12623
Verdistraße,
Löwestraße,12623
Weberstraße,12623
Kaulbachstraße,12623
Rubensstraße,12623
Walter-Leistikow-Weg,
Schönburger Straße,
Schkeuditzer Straße,
Forster Straße,12627
Jänschwalder Straße,
Sebnitzer Straße,
Rathener Straße,
Branitzer Straße,
Ingolstädter Straße,
Briesener Weg,
Taxusweg,
Hermelinweg,
Wacholderheide,
Am Schlehdorn,
Lübecker Straße,12623
Greifswalder Straße,12623
Hamburger Straße,12623
Bremer Straße,12623
Dahlwitzer Straße,
Stettiner Straße,12623
Hobeckweg,
Götzkeweg,
Griebenweg,
Zochestraße,
Schwarzheider Straße,
Annaburger Straße,
Hoyerswerdaer Straße,
Johannes-Bobrowski-Straße,
Kreppfuhlweg,
Schleipfuhlweg,
Randweg,
Feierabendweg,
Tschudistraße,
Nossener Straße,
Schneeberger Straße,
Adorfer Straße,
Rahnestraße,
Landréstraße,
Hirtschulzstraße,
Güstrower Straße,
Rudolf-Virchow-Straße,
Burggrafenstraße,12623
Slabystraße,12621
Tolstoistraße,
Tolkmittstraße,
Kainzstraße,
Ludwig-Turek-Straße,
Karlshafener Straße,
Straße 122,
Strindbergstraße,
Lohengrinstraße,12623
Lehnestraße,
Ginsterweg,
Altonaer Straße,12623
Stralsunder Straße,12623
Kolberger Straße,12623
Daffingerweg,
Schongauerstraße,
Terwestenstraße,
Graffplatz,
Lübzer Straße,
Lenbachstraße,12623
Kieler Straße,12623
Frans-Hals-Straße,
Pfarrhufenweg,
Beethovenstraße,12623
Hörselbergstraße,
Fauststraße,
Siegfriedstraße,12623
Simrockplatz,
Jenaer Straße,12627
Hermsdorfer Straße,12627
Mylauer Weg,
Janusz-Korczak-Straße,
Kokoschkastraße,
Lyonel-Feininger-Straße,
Nelly-Sachs-Straße,
Peter-Weiss-Gasse,
Alice-Salomon-Platz,
Kurt-Weill-Gasse,
Lil-Dagover-Gasse,
Fritz-Lang-Straße,
Fritz-Lang-Platz,
Henny-Porten-Straße,
Branitzer Karree,
Hellersdorfer Promenade,
Arneburger Straße,
Jerichower Straße,
Frohburger Straße,
Döbelner Straße,
Erdmännchenweg,
Teichsängerweg,
Murmeltierweg,
Leisniger Straße,
Waldheimer Straße,
Roßweiner Ring,
Geithainer Straße,
Mittweidaer Straße,
Mahlsdorfer Straße,12627
Im Augarten,
Braunbärenweg,
Schwarzbärenweg,
Dürergärten,
Bisamstraße,
Spitzmausweg,
Waschbärweg,
Pfarrhufenanger,
Seidenschwanzstraße,
Franz-Jägerstätter-Weg,
Am Kirchendreieck,
Erich-Knauf-Weg,
Lin-Jaldati-Weg,
Lili-Grün-Weg,
KGA Naturfreunde Köpenick,
Am Oder-Spree-Kanal,
Dämeritzsee,
Gosener Kanal,
Triglawstraße,
Wodanstraße,12589
Siedlung Schönhorst (Spreestraße),
Kanalstraße,12589
Waldstraße,12589
Im Haselwinkel,
Baldurstraße,
Eichenstraße,12589
Lindenstraße,12589
Bogenstraße,12589
Siedlung Schönhorst (Wiesenstraße),
Siedlung Schönhorst (Bergstraße),
Siedlung Schönhorst (Lindenstraße),
Siedlung Schönhorst (Feldstraße),
Schönhorster Straße,
Am Kaniswall,
Müggelspreeweg,
Steinhöfeler Weg,
Lutherstraße,12589
August-Bebel-Straße,
Straße nach Fichtenau,
Alter Fischerweg,
Saarower Weg,
Grünheider Weg,
KGA Spreewiesen,
Straße 41,12559
Blumeslake,
Straße 545,
KGA Mühlenwiese-Finkenheerd,
Kalkbergeweg,
Herzfelder Steig,
Berghofer Weg,
KGA Siedlung am Walde,
Straße 37,
Straße 34,12559
Rialtoring,
Straße 38,12559
Straße 36,12559
Zu den Müggelheimer Wiesen,
Lachsfang,
Fußweg 552,
Straße 567,
Güttlander Straße,
Eichbergstraße,
Grünelinder Straße,
Kirchstraße,12589
Schönblicker Straße,
Nickelswalder Straße,
Fahlenbergstraße,
Grenzbergeweg,
Lassallestraße,12589
Wiebelskircher Weg,
Frankenbergstraße,
Hochlandstraße,
Schettkatstraße,
Erknerstraße,
Ahornstraße,12589
Dämeritzstraße,
Straße 546,
Am Stieggarten,
Schleiengang,
Plutoweg,
Schwanenweg,
Lerchenweg,12589
Elsterweg,
Rotkehlchenweg,12589
Grenzweg,12589
Drosselweg,12589
Finkenweg,12589
Lagunenweg,
Kuckuckssteig,
Mariannensteig,
Im Winkel,12589
Biberpelzstraße,
Birkenstraße,12589
Hubertusstraße,12589
Wolfgang-Steinitz-Straße,
Langfuhrer Allee,
Weichselmünder Weg,
Rhedaer Weg,
Püttbergeweg,
Mönchsheimer Straße,
Fichtenauer Straße,
Grätzwalder Straße,
Heidelandstraße,
Am Schonungsberg,
Fußweg 475,
Kolpiner Weg,
Zeesener Weg,
Ukeleipfad,
Quappenzeile,
Forellensprung,
Fredersdorfer Weg,
Schonungsweg,
Am Küstergarten,
Straße 574,12589
Hohenberger Steig,
Freienbrinker Saum,
Waldschützpfad,
Steinfurther Weg,
Buriger Weg,
Hohenbinder Steig,
Hortwinkeler Weg,
Bauernheideweg,
Blossiner Straße,
Dannenreicher Pfad,
Petershagener Weg,
Beiersdorfer Weg,
Grasehorstweg,
Vogelsdorfer Steig,
Hangelsberger Gang,
Kageler Weg,
Fangschleuser Weg,
Bachstelzenweg,12589
